직무,경력,지역,회사규모,재택비율,연봉
데이터 엔지니어,신입,경기,M,0,1900
백엔드 개발자,경력,서울,M,0,5097
백엔드 개발자,경력,서울,M,0,4069
백엔드 개발자,경력,서울,M,0,5382
백엔드 개발자,경력,서울,M,0,4446
데이터 분석가,경력,경기,M,0,6792
데이터 분석가,경력,서울,M,0,5788
데이터 분석가,신입,경기,M,100,1900
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,대구,M,100,1700
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,경력,서울,M,0,5459
데이터 분석가,경력,부산,M,0,3828
데이터 분석가,경력,경기,M,0,8085
데이터 분석가,경력,서울,M,0,7150
데이터 분석가,경력,경기,M,100,5498
데이터 분석가,경력,서울,M,100,4085
백엔드 개발자,경력,부산,M,0,9321
백엔드 개발자,경력,경기,M,0,5628
데이터 분석가,경력,대전,M,0,9481
데이터 분석가,경력,서울,M,0,8619
백엔드 개발자,경력,서울,M,0,8993
백엔드 개발자,경력,서울,M,0,5155
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,경기,M,100,1900
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,부산,M,100,1700
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,서울,M,100,2000
데이터 분석가,신입,대전,M,100,1760
데이터 분석가,신입,대구,M,100,1700
백엔드 개발자,경력,서울,M,0,10949
백엔드 개발자,경력,경기,M,0,4872
데이터 분석가,경력,서울,M,100,3878
데이터 분석가,경력,서울,M,100,3016
데이터 엔지니어,경력,인천,M,0,8947
데이터 엔지니어,경력,서울,M,0,5670
데이터 엔지니어,경력,인천,M,0,13500
데이터 엔지니어,경력,서울,M,0,8033
데이터 엔지니어,경력,서울,M,100,7953
데이터 엔지니어,경력,경기,M,100,6745
데이터 엔지니어,경력,울산,M,100,6919
데이터 엔지니어,경력,경기,M,100,6745
데이터 분석가,신입,대전,M,100,4362
데이터 분석가,신입,서울,M,100,3527
데이터 분석가,경력,서울,M,0,15000
데이터 분석가,경력,서울,M,0,5352
백엔드 개발자,경력,서울,M,0,15000
백엔드 개발자,경력,서울,M,0,3487
백엔드 개발자,경력,부산,M,0,8819
백엔드 개발자,경력,서울,M,0,4857
데이터 분석가,경력,서울,M,0,8171
데이터 분석가,경력,경기,M,0,6468
백엔드 개발자,신입,인천,M,0,1800
백엔드 개발자,신입,서울,M,0,2000
백엔드 개발자,경력,경기,M,0,4365
백엔드 개발자,경력,서울,M,0,4157
데이터 분석가,경력,경기,M,0,11481
데이터 분석가,경력,부산,M,0,6366
데이터 분석가,경력,서울,M,0,4206
데이터 분석가,경력,경기,M,0,3234
데이터 분석가,경력,광주,M,0,6945
데이터 분석가,경력,울산,M,0,3850
데이터 엔지니어,경력,서울,M,0,8745
데이터 엔지니어,경력,경기,M,0,4595
백엔드 개발자,신입,인천,M,0,2753
백엔드 개발자,신입,인천,M,0,1800
데이터 분석가,경력,대전,M,0,13200
데이터 분석가,경력,대구,M,0,10228
데이터 엔지니어,경력,경기,M,0,9714
데이터 엔지니어,경력,서울,M,0,6135
데이터 엔지니어,경력,서울,M,0,14629
데이터 엔지니어,경력,부산,M,0,7774
데이터 엔지니어,경력,서울,M,100,10226
데이터 엔지니어,경력,인천,M,100,7540
데이터 엔지니어,경력,서울,M,0,11215
데이터 엔지니어,경력,경기,M,0,7782
데이터 엔지니어,신입,울산,M,0,1740
데이터 엔지니어,신입,서울,M,0,2000
백엔드 개발자,경력,서울,M,0,13181
백엔드 개발자,경력,서울,M,0,10498
데이터 분석가,신입,서울,M,0,3336
데이터 분석가,신입,서울,M,0,2860
데이터 엔지니어,경력,서울,M,0,15000
데이터 엔지니어,경력,경기,M,0,12947
데이터 분석가,신입,서울,M,0,3336
데이터 분석가,신입,서울,M,0,2621
데이터 분석가,경력,서울,M,0,9907
데이터 분석가,경력,경기,M,0,7497
데이터 분석가,경력,서울,M,0,9907
데이터 분석가,경력,경기,M,0,5043
백엔드 개발자,경력,서울,M,0,10284
백엔드 개발자,경력,서울,M,0,6870
데이터 분석가,경력,경기,M,0,12202
데이터 분석가,경력,서울,M,0,8563
백엔드 개발자,경력,부산,M,0,6092
백엔드 개발자,경력,경기,M,0,3666
데이터 엔지니어,경력,서울,M,0,11930
데이터 엔지니어,경력,서울,M,0,7953
데이터 엔지니어,경력,대구,M,0,8356
데이터 엔지니어,경력,서울,M,0,4096
데이터 엔지니어,경력,서울,M,0,13294
데이터 엔지니어,경력,경기,M,0,4857
데이터 엔지니어,경력,광주,M,0,8063
데이터 엔지니어,경력,경기,M,0,6368
데이터 엔지니어,경력,경기,M,0,14250
데이터 엔지니어,경력,서울,M,0,10340
데이터 엔지니어,경력,부산,M,0,8306
데이터 엔지니어,경력,울산,M,0,3736
데이터 분석가,경력,경기,M,0,12484
데이터 분석가,경력,경기,M,0,5472
데이터 분석가,경력,서울,M,0,10486
데이터 분석가,경력,서울,M,0,4610
데이터 분석가,경력,서울,M,0,10801
데이터 분석가,경력,서울,M,0,4909
데이터 분석가,신입,서울,M,0,5136
데이터 분석가,신입,경기,M,0,3606
데이터 분석가,경력,서울,M,0,12218
데이터 분석가,경력,서울,M,0,7330
데이터 분석가,신입,서울,M,0,5086
데이터 분석가,신입,서울,M,0,4152
백엔드 개발자,경력,서울,M,0,11220
백엔드 개발자,경력,경기,M,0,7108
백엔드 개발자,경력,울산,M,0,6928
백엔드 개발자,경력,경기,M,0,3741
백엔드 개발자,경력,경기,M,0,6818
백엔드 개발자,경력,서울,M,0,3588
백엔드 개발자,경력,서울,M,0,9015
백엔드 개발자,경력,서울,M,0,4827
데이터 분석가,경력,경기,M,100,7781
데이터 분석가,경력,서울,M,100,6155
데이터 엔지니어,경력,부산,M,0,10379
데이터 엔지니어,경력,대전,M,0,8792
백엔드 개발자,경력,서울,M,0,6918
백엔드 개발자,경력,서울,M,0,3733
데이터 분석가,경력,서울,M,0,7844
데이터 분석가,경력,서울,M,0,5229
백엔드 개발자,경력,서울,M,0,7439
백엔드 개발자,경력,대전,M,0,5285
백엔드 개발자,경력,서울,M,100,6345
백엔드 개발자,경력,서울,M,100,5470
백엔드 개발자,경력,경기,M,0,6050
백엔드 개발자,경력,경기,M,0,4950
데이터 분석가,신입,서울,M,0,6435
데이터 분석가,신입,서울,M,0,4766
백엔드 개발자,경력,서울,M,0,7658
백엔드 개발자,경력,서울,M,0,7002
데이터 분석가,경력,경기,L,0,10712
데이터 분석가,경력,서울,L,0,5045
데이터 분석가,경력,서울,L,0,11276
데이터 분석가,경력,서울,L,0,5045
데이터 분석가,경력,서울,L,0,11276
데이터 분석가,경력,서울,L,0,5045
데이터 엔지니어,경력,경기,M,0,14250
데이터 엔지니어,경력,경기,M,0,11614
백엔드 개발자,경력,서울,M,0,10940
백엔드 개발자,경력,서울,M,0,8752
백엔드 개발자,경력,서울,L,100,9312
백엔드 개발자,경력,서울,L,100,5951
백엔드 개발자,경력,서울,L,0,8096
백엔드 개발자,경력,인천,L,0,3528
데이터 분석가,경력,울산,M,0,6516
데이터 분석가,경력,서울,M,0,5788
데이터 분석가,경력,경기,M,0,9574
데이터 분석가,경력,서울,M,0,8580
데이터 분석가,신입,부산,M,0,7940
데이터 분석가,신입,서울,M,0,6911
데이터 분석가,경력,경기,M,0,5498
데이터 분석가,경력,대구,M,0,4340
데이터 분석가,경력,서울,M,0,5788
데이터 분석가,경력,서울,M,0,5107
데이터 분석가,경력,서울,M,0,9240
데이터 분석가,경력,경기,M,0,7022
데이터 분석가,경력,경기,M,0,9541
데이터 분석가,경력,서울,M,0,8035
데이터 분석가,신입,부산,M,0,5672
데이터 분석가,신입,인천,M,0,3861
데이터 분석가,경력,서울,M,0,10554
데이터 분석가,경력,서울,M,0,8988
데이터 분석가,경력,서울,M,100,10895
데이터 분석가,경력,서울,M,100,8648
데이터 분석가,신입,부산,M,0,7697
데이터 분석가,신입,서울,M,0,7150
데이터 엔지니어,경력,경기,M,0,10524
데이터 엔지니어,경력,서울,M,0,9431
데이터 엔지니어,경력,서울,M,100,8947
데이터 엔지니어,경력,서울,M,100,5964
데이터 엔지니어,경력,경기,M,0,10686
데이터 엔지니어,경력,울산,M,0,6870
데이터 엔지니어,경력,대전,M,100,8998
데이터 엔지니어,경력,서울,M,100,7385
데이터 엔지니어,경력,서울,M,0,7953
데이터 엔지니어,경력,서울,M,0,6249
백엔드 개발자,경력,서울,M,0,11190
백엔드 개발자,경력,경기,M,0,7084
데이터 분석가,경력,서울,M,0,12665
데이터 분석가,경력,부산,M,0,8855
백엔드 개발자,경력,경기,M,0,14250
백엔드 개발자,경력,서울,M,0,13128
데이터 분석가,경력,서울,M,100,10010
데이터 분석가,경력,서울,M,100,6571
백엔드 개발자,경력,대구,M,0,7290
백엔드 개발자,경력,울산,M,0,5710
백엔드 개발자,경력,부산,M,0,5709
백엔드 개발자,경력,경기,M,0,5105
백엔드 개발자,경력,대전,M,0,7162
백엔드 개발자,경력,대전,M,0,4774
백엔드 개발자,경력,서울,M,0,8139
백엔드 개발자,경력,부산,M,0,4612
백엔드 개발자,경력,경기,M,0,7732
백엔드 개발자,경력,서울,M,0,5426
데이터 엔지니어,경력,서울,M,0,2000
데이터 엔지니어,경력,광주,M,0,1700
백엔드 개발자,경력,서울,M,0,10940
백엔드 개발자,경력,서울,M,0,5689
백엔드 개발자,경력,서울,M,0,12341
백엔드 개발자,경력,서울,M,0,7702
백엔드 개발자,경력,서울,M,100,15000
백엔드 개발자,경력,서울,M,100,4376
데이터 분석가,신입,경기,M,0,5206
데이터 분석가,신입,부산,M,0,4254
데이터 분석가,경력,경기,M,0,5045
데이터 분석가,경력,경기,M,0,5045
백엔드 개발자,경력,서울,M,0,11247
백엔드 개발자,경력,경기,M,0,7524
데이터 분석가,경력,대구,M,0,8392
데이터 분석가,경력,경기,M,0,8732
데이터 분석가,신입,경기,M,0,5597
데이터 분석가,신입,부산,M,0,3129
데이터 분석가,신입,서울,M,0,3765
데이터 분석가,신입,서울,M,0,2049
데이터 엔지니어,경력,서울,M,0,10226
데이터 엔지니어,경력,서울,M,0,9658
데이터 엔지니어,경력,서울,M,0,4315
데이터 엔지니어,경력,서울,M,0,4315
데이터 분석가,경력,서울,M,0,13346
데이터 분석가,경력,서울,M,0,8988
백엔드 개발자,경력,인천,M,0,8428
백엔드 개발자,경력,부산,M,0,5281
백엔드 개발자,신입,서울,M,0,3522
백엔드 개발자,신입,인천,M,0,2756
백엔드 개발자,경력,서울,M,0,10065
백엔드 개발자,경력,서울,M,0,9190
백엔드 개발자,경력,경기,M,0,6235
백엔드 개발자,경력,서울,M,0,5032
백엔드 개발자,경력,경기,M,0,9936
백엔드 개발자,경력,경기,M,0,6610
백엔드 개발자,경력,대전,M,0,8009
백엔드 개발자,경력,서울,M,0,6185
백엔드 개발자,경력,서울,M,0,9137
백엔드 개발자,경력,서울,M,0,4301
백엔드 개발자,경력,서울,M,0,7264
백엔드 개발자,경력,대구,M,0,4240
백엔드 개발자,경력,경기,M,0,8730
백엔드 개발자,경력,인천,M,0,6340
백엔드 개발자,경력,서울,M,0,10065
백엔드 개발자,경력,경기,M,0,7649
백엔드 개발자,경력,서울,M,0,11597
백엔드 개발자,경력,서울,M,0,9190
백엔드 개발자,경력,서울,M,0,9137
백엔드 개발자,경력,경기,M,0,4085
데이터 엔지니어,경력,경기,M,0,11814
데이터 엔지니어,경력,대전,M,0,5254
데이터 분석가,신입,울산,M,0,3524
데이터 분석가,신입,서울,M,0,3336
데이터 분석가,경력,서울,M,0,5651
데이터 분석가,경력,인천,M,0,3431
데이터 분석가,경력,서울,M,0,12134
데이터 분석가,경력,서울,M,0,8089
데이터 분석가,신입,서울,M,0,3489
데이터 분석가,신입,서울,M,0,2902
데이터 엔지니어,경력,서울,M,0,12436
데이터 엔지니어,경력,서울,M,0,5971
데이터 엔지니어,경력,대전,M,0,13200
데이터 엔지니어,경력,부산,M,0,6828
데이터 엔지니어,경력,경기,M,0,4099
데이터 엔지니어,경력,서울,M,0,3595
백엔드 개발자,경력,경기,M,0,7649
백엔드 개발자,경력,서울,M,0,4332
백엔드 개발자,경력,경기,M,0,5404
백엔드 개발자,경력,인천,M,0,3487
백엔드 개발자,경력,서울,M,100,7352
백엔드 개발자,경력,서울,M,100,5251
백엔드 개발자,경력,부산,M,100,6249
백엔드 개발자,경력,경기,M,100,4988
데이터 분석가,신입,경기,M,0,2240
데이터 분석가,신입,경기,M,0,1900
데이터 분석가,신입,서울,M,0,8396
데이터 분석가,신입,서울,M,0,5372
데이터 분석가,경력,경기,M,0,5498
데이터 분석가,경력,서울,M,0,5107
데이터 분석가,경력,서울,M,100,8716
데이터 분석가,경력,서울,M,100,7626
데이터 분석가,신입,서울,M,0,6215
데이터 분석가,신입,서울,M,0,4080
데이터 분석가,경력,서울,M,0,10983
데이터 분석가,경력,서울,M,0,7824
데이터 분석가,신입,서울,M,0,5329
데이터 분석가,신입,경기,M,0,2879
데이터 분석가,경력,광주,M,100,5272
데이터 분석가,경력,경기,M,100,4320
데이터 엔지니어,경력,서울,M,0,8193
데이터 엔지니어,경력,서울,M,0,7124
데이터 엔지니어,경력,대전,M,0,7749
데이터 엔지니어,경력,서울,M,0,5113
데이터 엔지니어,경력,서울,M,0,9431
데이터 엔지니어,경력,서울,M,0,6249
데이터 엔지니어,경력,서울,M,0,11533
데이터 엔지니어,경력,서울,M,0,6988
데이터 엔지니어,경력,서울,M,100,8351
데이터 엔지니어,경력,경기,M,100,5769
데이터 엔지니어,경력,경기,M,0,14250
데이터 엔지니어,경력,서울,M,0,8169
데이터 엔지니어,경력,서울,M,0,8181
데이터 엔지니어,경력,서울,M,0,8181
데이터 엔지니어,경력,서울,M,0,9890
데이터 엔지니어,경력,경기,M,0,6943
백엔드 개발자,경력,서울,M,0,8375
백엔드 개발자,경력,서울,M,0,6745
백엔드 개발자,신입,경기,M,0,1900
백엔드 개발자,신입,서울,M,0,2000
백엔드 개발자,경력,서울,M,0,5037
백엔드 개발자,경력,울산,M,0,2919
백엔드 개발자,경력,서울,M,0,11987
백엔드 개발자,경력,경기,M,0,8417
데이터 엔지니어,경력,서울,M,0,13283
데이터 엔지니어,경력,경기,M,0,11058
데이터 엔지니어,경력,서울,M,0,9351
데이터 엔지니어,경력,서울,M,0,8192
데이터 엔지니어,경력,대전,M,100,13200
데이터 엔지니어,경력,서울,M,100,7738
백엔드 개발자,경력,경기,M,0,6984
백엔드 개발자,경력,인천,M,0,3583
데이터 분석가,경력,서울,M,100,7830
데이터 분석가,경력,서울,M,100,6400
데이터 분석가,경력,서울,M,0,6128
데이터 분석가,경력,서울,M,0,4902
데이터 분석가,경력,경기,M,100,6403
데이터 분석가,경력,대구,M,100,3189
데이터 분석가,경력,경기,M,100,11819
데이터 분석가,경력,서울,M,100,7466
백엔드 개발자,경력,서울,M,0,6739
백엔드 개발자,경력,부산,M,0,2517
백엔드 개발자,경력,서울,M,0,8446
백엔드 개발자,경력,경기,M,0,3516
데이터 엔지니어,경력,부산,M,0,10624
데이터 엔지니어,경력,서울,M,0,5488
데이터 엔지니어,경력,부산,M,100,7480
데이터 엔지니어,경력,서울,M,100,3925
데이터 엔지니어,경력,서울,M,0,9987
데이터 엔지니어,경력,서울,M,0,6658
데이터 엔지니어,경력,서울,M,0,5908
데이터 엔지니어,경력,서울,M,0,3579
데이터 엔지니어,경력,서울,M,0,7840
데이터 엔지니어,경력,서울,M,0,4772
데이터 분석가,신입,서울,M,0,3530
데이터 분석가,신입,서울,M,0,2353
데이터 분석가,신입,서울,M,0,4559
데이터 분석가,신입,서울,M,0,2154
데이터 분석가,경력,부산,M,0,7929
데이터 분석가,경력,서울,M,0,4112
데이터 분석가,경력,대구,M,0,8056
데이터 분석가,경력,서울,M,0,6319
백엔드 개발자,경력,서울,M,0,15000
백엔드 개발자,경력,인천,M,0,7246
데이터 분석가,경력,서울,M,0,11493
데이터 분석가,경력,인천,M,0,5746
백엔드 개발자,경력,서울,M,0,10240
백엔드 개발자,경력,서울,M,0,5120
백엔드 개발자,경력,부산,M,0,4992
백엔드 개발자,경력,경기,M,0,3716
백엔드 개발자,경력,서울,M,0,10240
백엔드 개발자,경력,경기,M,0,4864
데이터 분석가,경력,서울,M,0,6693
