직무,경력,지역,회사규모,재택비율,기술_개수,연봉
인사 총무,경력,경기,S,0,1,2965
데이터 분석가,경력,서울,M,50,3,8460
퍼포먼스 마케터,신입,경기,M,0,3,2941
인사 총무,경력,서울,L,0,1,4631
퍼포먼스 마케터,경력,경기,M,0,2,6124
데이터 엔지니어,경력,서울,S,0,4,7110
일반사무,신입,서울,L,0,1,2098
UI/UX 디자이너,신입,서울,L,0,3,5563
데이터 분석가,경력,대전,M,50,5,8145
데이터 분석가,경력,경기,S,50,5,7798
백엔드 개발자,경력,서울,M,0,5,7392
UI/UX 디자이너,경력,경기,L,100,1,9135
백엔드 개발자,경력,경기,M,0,3,7746
백엔드 개발자,경력,서울,M,50,4,5168
데이터 분석가,경력,서울,S,0,4,7017
데이터 분석가,경력,경기,M,0,2,6526
UI/UX 디자이너,신입,경기,L,50,3,6849
데이터 엔지니어,신입,서울,S,100,5,3292
데이터 엔지니어,경력,대구,S,100,2,5800
데이터 분석가,경력,경기,S,50,5,5106
프론트엔드 개발자,경력,인천,M,0,4,6878
데이터 분석가,경력,서울,M,0,2,6983
영업 지원,경력,서울,L,50,3,4467
프론트엔드 개발자,경력,인천,S,50,5,6216
프론트엔드 개발자,경력,서울,M,50,2,6913
데이터 엔지니어,경력,경기,S,100,3,5487
인사 총무,경력,서울,S,50,2,4603
퍼포먼스 마케터,신입,울산,L,0,1,3047
퍼포먼스 마케터,경력,서울,M,50,1,5216
퍼포먼스 마케터,신입,경기,S,0,1,4331
백엔드 개발자,경력,경기,M,0,2,6053
데이터 엔지니어,경력,서울,M,100,4,10963
고객상담 CS,경력,광주,M,50,1,3539
백엔드 개발자,신입,서울,L,100,2,4266
고객상담 CS,신입,서울,S,0,3,2000
백엔드 개발자,경력,서울,S,100,2,6118
데이터 분석가,경력,대전,M,50,5,8484
백엔드 개발자,경력,서울,L,50,2,6599
고객상담 CS,경력,서울,S,50,1,3126
데이터 분석가,경력,대구,L,100,4,8595
데이터 엔지니어,경력,경기,L,0,5,9058
데이터 엔지니어,경력,대구,M,0,3,7406
프론트엔드 개발자,경력,서울,S,100,2,5598
데이터 분석가,신입,서울,S,0,5,5906
일반사무,경력,경기,M,50,2,4423
데이터 분석가,경력,서울,S,0,4,7092
데이터 엔지니어,경력,서울,M,50,4,9701
고객상담 CS,경력,서울,M,50,2,2595
데이터 분석가,경력,경기,M,50,5,7377
데이터 분석가,경력,서울,S,50,5,6692
퍼포먼스 마케터,경력,서울,M,0,1,5922
영업 지원,경력,울산,M,0,1,2799
백엔드 개발자,신입,경기,M,100,2,5871
일반사무,경력,광주,S,50,3,2436
영업 지원,경력,서울,M,50,3,4887
프론트엔드 개발자,신입,경기,M,0,4,4421
경리 회계,신입,서울,S,0,2,2000
데이터 엔지니어,경력,대전,S,0,5,7042
데이터 엔지니어,경력,경기,S,100,4,8012
프론트엔드 개발자,신입,부산,M,100,4,3598
인사 총무,경력,서울,M,0,3,2914
데이터 분석가,경력,대구,M,100,2,6953
백엔드 개발자,신입,경기,L,0,4,5508
UI/UX 디자이너,경력,서울,S,0,1,6706
백엔드 개발자,신입,서울,M,50,3,5733
일반사무,경력,울산,S,50,3,2287
백엔드 개발자,경력,서울,L,50,5,7357
데이터 엔지니어,경력,광주,L,50,3,9177
UI/UX 디자이너,경력,서울,M,100,2,7241
UI/UX 디자이너,신입,대구,L,0,3,5073
일반사무,경력,서울,M,0,2,3370
UI/UX 디자이너,경력,서울,M,100,2,5690
백엔드 개발자,경력,경기,M,50,4,7072
프론트엔드 개발자,경력,서울,M,50,2,7670
프론트엔드 개발자,경력,서울,L,0,3,6975
프론트엔드 개발자,경력,서울,S,50,5,7649
인사 총무,경력,서울,M,50,3,4312
퍼포먼스 마케터,경력,서울,M,100,2,7453
데이터 분석가,경력,부산,M,50,5,5107
데이터 엔지니어,경력,대구,M,0,2,7138
백엔드 개발자,경력,서울,L,50,2,7438
일반사무,신입,경기,L,100,2,2513
영업 지원,신입,경기,L,50,1,3027
백엔드 개발자,경력,서울,L,50,3,7761
데이터 분석가,경력,서울,M,100,5,8259
백엔드 개발자,경력,서울,S,100,4,5460
퍼포먼스 마케터,경력,인천,L,0,3,3982
일반사무,신입,서울,S,50,1,2707
백엔드 개발자,경력,경기,L,0,3,8440
퍼포먼스 마케터,경력,광주,L,100,2,5723
백엔드 개발자,신입,서울,M,0,4,4234
백엔드 개발자,경력,서울,M,0,4,5576
데이터 엔지니어,경력,서울,S,0,5,8880
데이터 분석가,경력,광주,M,0,3,7749
프론트엔드 개발자,신입,경기,M,100,5,5300
백엔드 개발자,경력,경기,M,50,3,4467
UI/UX 디자이너,신입,서울,M,0,1,4113
데이터 분석가,경력,서울,M,0,2,5683
백엔드 개발자,경력,서울,S,100,3,7880
백엔드 개발자,경력,경기,L,0,5,6912
영업 지원,신입,경기,M,0,2,2473
데이터 엔지니어,경력,서울,M,50,3,8003
퍼포먼스 마케터,경력,서울,M,50,3,5683
고객상담 CS,경력,경기,M,50,3,2976
백엔드 개발자,경력,대구,S,0,5,5977
경리 회계,신입,경기,M,50,2,3430
퍼포먼스 마케터,경력,서울,M,50,1,5245
영업 지원,경력,서울,L,0,1,5145
프론트엔드 개발자,경력,대구,M,50,2,7072
영업 지원,신입,경기,M,0,1,3567
프론트엔드 개발자,신입,서울,M,50,2,4521
프론트엔드 개발자,경력,부산,M,0,2,4627
영업 지원,경력,경기,M,50,1,3485
프론트엔드 개발자,경력,인천,M,100,4,5507
인사 총무,경력,경기,L,0,3,4521
데이터 엔지니어,경력,경기,S,100,3,8559
인사 총무,경력,경기,M,0,1,3826
경리 회계,신입,광주,M,0,2,2179
백엔드 개발자,경력,서울,M,0,5,7974
프론트엔드 개발자,경력,경기,M,0,4,5211
데이터 분석가,경력,서울,L,50,5,8537
데이터 분석가,경력,인천,M,0,3,5255
프론트엔드 개발자,경력,경기,S,100,2,5675
데이터 분석가,경력,인천,L,50,5,8049
데이터 분석가,경력,서울,M,50,2,8796
경리 회계,경력,서울,M,0,3,3772
데이터 엔지니어,경력,서울,S,0,2,7169
데이터 분석가,신입,인천,L,50,5,4334
데이터 분석가,경력,부산,L,0,5,8090
데이터 분석가,신입,경기,M,0,3,3325
데이터 분석가,신입,서울,S,0,2,3773
프론트엔드 개발자,신입,서울,S,50,2,3107
UI/UX 디자이너,경력,서울,M,50,3,7230
데이터 분석가,경력,경기,M,50,4,8750
데이터 엔지니어,경력,울산,M,50,4,9006
백엔드 개발자,경력,경기,M,0,4,7158
데이터 엔지니어,경력,경기,S,100,2,10046
백엔드 개발자,신입,경기,L,0,4,2967
데이터 엔지니어,경력,서울,M,0,3,6848
데이터 엔지니어,경력,경기,L,50,5,7760
데이터 엔지니어,경력,서울,S,100,3,6656
UI/UX 디자이너,경력,경기,L,50,1,8785
퍼포먼스 마케터,경력,경기,L,50,1,6269
인사 총무,신입,경기,M,100,2,2237
인사 총무,경력,경기,S,100,3,3409
데이터 엔지니어,경력,서울,S,50,4,10011
데이터 분석가,신입,인천,M,50,5,6066
경리 회계,경력,서울,M,0,3,4176
퍼포먼스 마케터,경력,경기,S,50,1,4141
인사 총무,신입,서울,S,0,1,2275
UI/UX 디자이너,경력,서울,M,100,3,8804
데이터 엔지니어,경력,대구,S,100,3,8958
일반사무,경력,서울,L,50,1,4690
백엔드 개발자,경력,경기,M,100,3,6443
퍼포먼스 마케터,경력,경기,S,50,3,6907
인사 총무,경력,경기,M,50,1,3820
영업 지원,경력,부산,L,50,1,4791
백엔드 개발자,신입,서울,M,0,5,3702
고객상담 CS,경력,울산,M,0,2,2586
데이터 분석가,경력,서울,S,50,2,7335
데이터 엔지니어,경력,경기,L,100,4,10052
경리 회계,경력,경기,M,100,3,3072
데이터 분석가,경력,서울,M,100,3,7986
데이터 분석가,경력,서울,S,0,5,6729
퍼포먼스 마케터,경력,울산,L,0,3,6716
데이터 엔지니어,신입,서울,M,0,2,4756
프론트엔드 개발자,경력,경기,M,50,4,5725
데이터 분석가,신입,서울,S,50,2,3284
데이터 엔지니어,경력,서울,M,100,3,8449
데이터 분석가,경력,광주,M,0,3,7097
데이터 분석가,경력,경기,S,50,2,8067
데이터 분석가,경력,서울,M,100,5,6178
일반사무,경력,경기,M,100,3,3386
경리 회계,경력,서울,L,0,1,4528
데이터 분석가,경력,경기,M,50,3,9592
백엔드 개발자,신입,서울,S,50,3,6041
프론트엔드 개발자,신입,경기,S,100,3,3965
프론트엔드 개발자,경력,경기,M,50,3,5022
인사 총무,경력,경기,S,50,2,4648
데이터 엔지니어,경력,서울,M,0,2,8793
인사 총무,경력,광주,M,50,3,3250
퍼포먼스 마케터,신입,서울,M,50,1,3588
영업 지원,신입,경기,M,50,3,2638
경리 회계,경력,인천,L,100,2,4454
UI/UX 디자이너,경력,서울,M,100,2,7264
영업 지원,경력,서울,M,50,1,4135
영업 지원,경력,서울,M,50,2,3963
일반사무,경력,경기,M,50,2,4467
퍼포먼스 마케터,경력,서울,S,50,1,5263
프론트엔드 개발자,경력,대전,S,50,5,6771
인사 총무,경력,서울,S,50,1,5037
프론트엔드 개발자,신입,서울,M,0,2,3758
프론트엔드 개발자,경력,서울,L,50,4,7401
데이터 분석가,경력,서울,S,0,2,7706
경리 회계,신입,서울,M,0,2,3120
프론트엔드 개발자,신입,서울,S,50,3,4432
일반사무,신입,서울,M,0,1,2620
프론트엔드 개발자,신입,서울,S,0,4,4966
데이터 엔지니어,신입,경기,M,50,2,5321
퍼포먼스 마케터,경력,경기,S,50,2,5044
데이터 분석가,경력,경기,L,50,4,9073
퍼포먼스 마케터,경력,서울,S,50,2,6826
일반사무,경력,서울,M,0,3,3088
데이터 엔지니어,신입,경기,S,50,2,5961
데이터 분석가,신입,경기,M,50,2,7064
백엔드 개발자,경력,경기,M,50,3,6647
데이터 엔지니어,신입,서울,S,50,3,6214
데이터 엔지니어,경력,서울,S,50,3,6138
데이터 분석가,경력,경기,L,50,4,10562
데이터 분석가,경력,서울,M,0,5,5620
데이터 엔지니어,경력,서울,S,0,4,7069
퍼포먼스 마케터,경력,경기,M,0,3,5912
데이터 엔지니어,경력,서울,S,100,4,7308
인사 총무,신입,서울,L,50,2,3732
데이터 엔지니어,경력,서울,M,0,5,8243
인사 총무,신입,경기,M,50,1,2837
백엔드 개발자,신입,서울,L,0,2,7009
인사 총무,신입,경기,S,0,1,2000
데이터 엔지니어,경력,경기,S,0,5,5701
프론트엔드 개발자,경력,서울,S,100,3,8122
경리 회계,경력,서울,S,50,3,3821
인사 총무,경력,서울,M,50,2,4252
프론트엔드 개발자,신입,서울,S,0,3,4481
데이터 엔지니어,신입,서울,S,50,5,7500
백엔드 개발자,경력,경기,M,0,4,7526
프론트엔드 개발자,경력,서울,M,50,2,5389
퍼포먼스 마케터,신입,서울,S,0,3,4397
프론트엔드 개발자,신입,서울,M,50,5,4368
퍼포먼스 마케터,신입,경기,L,0,2,3649
백엔드 개발자,경력,서울,M,50,5,8142
퍼포먼스 마케터,신입,경기,M,50,3,3342
데이터 분석가,경력,서울,L,50,2,8773
UI/UX 디자이너,신입,경기,S,0,3,3815
백엔드 개발자,경력,경기,S,50,4,5296
데이터 엔지니어,신입,인천,S,0,2,6682
데이터 엔지니어,경력,인천,L,0,5,8505
인사 총무,경력,경기,M,0,3,3585
데이터 분석가,경력,경기,L,100,4,6265
UI/UX 디자이너,경력,대구,M,0,1,6671
퍼포먼스 마케터,신입,서울,M,100,3,4712
UI/UX 디자이너,경력,서울,M,0,1,7775
일반사무,경력,경기,M,0,1,2987
영업 지원,경력,경기,S,100,1,4085
퍼포먼스 마케터,신입,경기,M,0,3,2000
데이터 엔지니어,경력,울산,M,100,5,10197
프론트엔드 개발자,경력,서울,S,0,5,5333
인사 총무,경력,서울,M,0,2,4159
데이터 엔지니어,경력,서울,M,50,2,8415
데이터 분석가,신입,서울,S,0,5,4830
백엔드 개발자,경력,서울,S,50,2,5372
데이터 분석가,신입,서울,S,50,5,5413
데이터 엔지니어,신입,대전,M,0,5,4568
일반사무,신입,경기,M,50,2,2470
퍼포먼스 마케터,경력,서울,S,100,1,5198
프론트엔드 개발자,경력,경기,L,0,2,7974
영업 지원,신입,서울,M,50,2,2843
퍼포먼스 마케터,신입,서울,S,50,3,2290
퍼포먼스 마케터,신입,경기,M,50,3,3436
프론트엔드 개발자,신입,경기,M,0,4,4560
데이터 엔지니어,경력,광주,L,0,4,10226
프론트엔드 개발자,신입,서울,L,50,2,4704
데이터 분석가,신입,경기,M,50,3,5731
데이터 엔지니어,신입,서울,S,0,3,5024
퍼포먼스 마케터,경력,인천,M,0,3,5044
일반사무,신입,서울,S,100,2,2792
데이터 분석가,경력,서울,M,0,5,9269
데이터 분석가,신입,부산,M,50,3,2390
데이터 분석가,신입,부산,M,50,5,2835
인사 총무,경력,경기,S,50,3,3694
UI/UX 디자이너,신입,서울,S,50,2,4380
UI/UX 디자이너,신입,서울,S,0,3,2000
인사 총무,경력,경기,S,0,1,3318
인사 총무,경력,서울,S,0,1,3443
데이터 분석가,경력,서울,M,100,3,8442
경리 회계,경력,서울,L,50,3,3673
고객상담 CS,경력,서울,M,50,1,3427
프론트엔드 개발자,경력,인천,L,0,2,3767
프론트엔드 개발자,신입,경기,M,0,4,2383
UI/UX 디자이너,경력,경기,S,0,3,5226
고객상담 CS,경력,경기,M,0,3,3636
백엔드 개발자,신입,부산,L,0,3,5620
영업 지원,경력,경기,S,50,2,3114
데이터 분석가,경력,서울,M,100,3,8527
인사 총무,경력,경기,S,0,1,3498
영업 지원,신입,광주,M,0,1,2895
경리 회계,경력,서울,S,0,1,3743
데이터 분석가,경력,서울,L,0,3,11354
영업 지원,경력,인천,L,0,1,3902
백엔드 개발자,경력,서울,M,50,5,7096
일반사무,경력,서울,M,50,1,3870
인사 총무,경력,서울,L,0,2,4771
인사 총무,신입,경기,M,50,2,3676
데이터 분석가,신입,광주,M,50,2,3987
퍼포먼스 마케터,경력,대구,M,50,2,4803
고객상담 CS,경력,서울,M,50,2,4545
프론트엔드 개발자,경력,서울,M,0,4,6860
데이터 엔지니어,경력,서울,M,50,4,12188
UI/UX 디자이너,경력,경기,M,100,3,8541
UI/UX 디자이너,경력,경기,S,50,2,6195
백엔드 개발자,신입,서울,M,50,2,4029
데이터 엔지니어,신입,서울,M,0,3,6217
UI/UX 디자이너,경력,서울,M,0,1,7286
영업 지원,신입,서울,M,100,1,2408
UI/UX 디자이너,경력,서울,L,50,1,7152
백엔드 개발자,신입,경기,M,100,5,7658
일반사무,경력,서울,M,50,3,4053
데이터 엔지니어,경력,서울,S,100,4,7913
고객상담 CS,경력,경기,M,0,3,3902
데이터 분석가,경력,서울,M,0,3,7054
인사 총무,경력,경기,M,0,3,3392
데이터 분석가,경력,경기,M,50,5,7891
백엔드 개발자,경력,대전,M,100,3,6090
인사 총무,경력,경기,L,100,1,5544
UI/UX 디자이너,경력,서울,M,0,1,7164
인사 총무,경력,대구,M,50,3,4599
백엔드 개발자,신입,경기,L,50,2,4217
프론트엔드 개발자,경력,경기,M,100,4,5926
고객상담 CS,경력,서울,S,50,3,2420
프론트엔드 개발자,경력,부산,S,50,2,5998
백엔드 개발자,신입,경기,M,0,2,5259
UI/UX 디자이너,경력,서울,L,0,1,10605
퍼포먼스 마케터,경력,대전,S,100,1,5161
고객상담 CS,경력,서울,S,50,2,3274
프론트엔드 개발자,경력,광주,M,0,3,5601
데이터 엔지니어,경력,서울,M,0,5,8271
백엔드 개발자,경력,인천,M,0,3,5228
프론트엔드 개발자,경력,서울,M,100,4,7154
데이터 엔지니어,경력,서울,S,0,5,8114
데이터 엔지니어,경력,광주,L,50,2,7336
데이터 분석가,신입,서울,S,0,3,3744
프론트엔드 개발자,경력,서울,L,0,5,6926
데이터 엔지니어,신입,서울,M,0,2,5186
프론트엔드 개발자,경력,경기,M,0,2,7420
퍼포먼스 마케터,경력,서울,L,50,1,6814
인사 총무,경력,서울,S,0,1,3261
인사 총무,경력,서울,M,50,1,3485
퍼포먼스 마케터,신입,서울,M,0,2,3254
데이터 엔지니어,신입,서울,M,50,4,6236
프론트엔드 개발자,경력,경기,M,0,4,5216
경리 회계,신입,부산,M,50,3,2029
고객상담 CS,경력,서울,M,0,3,3645
일반사무,경력,서울,L,0,3,3156
데이터 분석가,신입,서울,M,0,3,7047
프론트엔드 개발자,신입,서울,L,0,4,6432
UI/UX 디자이너,신입,경기,S,50,1,4448
데이터 분석가,경력,서울,S,50,5,7934
백엔드 개발자,경력,경기,S,0,4,5487
일반사무,경력,경기,M,0,1,2664
백엔드 개발자,신입,경기,M,0,4,4130
백엔드 개발자,경력,서울,S,0,5,8097
퍼포먼스 마케터,경력,대전,M,50,3,5075
데이터 엔지니어,경력,서울,M,0,3,8308
고객상담 CS,경력,서울,M,0,2,3388
데이터 엔지니어,경력,경기,S,0,4,5617
백엔드 개발자,경력,경기,M,50,3,6398
데이터 엔지니어,신입,경기,S,0,5,5520
백엔드 개발자,신입,서울,S,0,4,4338
프론트엔드 개발자,경력,경기,L,100,3,8442
고객상담 CS,경력,서울,M,50,1,4158
백엔드 개발자,경력,서울,M,0,3,7726
백엔드 개발자,경력,서울,M,0,3,7027
데이터 엔지니어,경력,서울,L,0,3,11357
데이터 엔지니어,신입,대구,L,50,5,4981
UI/UX 디자이너,경력,서울,S,50,2,6284
고객상담 CS,신입,대구,M,0,2,2141
UI/UX 디자이너,신입,광주,M,100,3,2730
UI/UX 디자이너,경력,서울,S,50,1,7342
인사 총무,신입,서울,S,50,2,2583
일반사무,경력,서울,M,0,1,2978
데이터 분석가,경력,경기,S,0,5,8530
데이터 분석가,신입,서울,L,50,2,3460
일반사무,경력,울산,L,50,2,3980
데이터 엔지니어,경력,서울,S,100,5,7343
데이터 엔지니어,경력,서울,M,100,4,9270
데이터 분석가,경력,서울,M,100,3,8974
백엔드 개발자,경력,경기,M,100,3,7126
데이터 엔지니어,경력,서울,L,0,2,9651
퍼포먼스 마케터,신입,서울,M,0,1,3221
데이터 엔지니어,경력,서울,M,50,3,9048
UI/UX 디자이너,경력,경기,M,0,2,8007
일반사무,경력,경기,S,0,2,2218
데이터 엔지니어,경력,광주,S,0,5,6199
영업 지원,경력,부산,S,0,1,3352
데이터 분석가,경력,서울,S,50,3,9050
영업 지원,신입,경기,S,50,1,2148
영업 지원,경력,서울,S,0,1,3941
백엔드 개발자,경력,서울,M,100,3,9073
경리 회계,경력,경기,S,100,2,3913
프론트엔드 개발자,경력,서울,L,100,4,8194
UI/UX 디자이너,경력,경기,M,50,2,6524
데이터 엔지니어,신입,서울,M,50,5,6368
백엔드 개발자,경력,서울,M,100,5,6980
퍼포먼스 마케터,신입,서울,M,100,2,3029
프론트엔드 개발자,신입,대전,M,0,3,3295
퍼포먼스 마케터,경력,부산,L,100,3,6997
UI/UX 디자이너,신입,서울,S,0,3,4697
UI/UX 디자이너,신입,인천,L,50,3,4598
데이터 엔지니어,경력,경기,L,50,5,10182
데이터 분석가,신입,서울,S,0,3,5053
데이터 엔지니어,경력,서울,M,50,3,8791
백엔드 개발자,신입,서울,M,50,2,4025
